,title,link,room_size,price
157,Teilmöbliertes Zimmer mit BALKON in 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.5853175.html,15.0,660.0
158,Zimmer mit Gästebad zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Thalkirchen-Obersendling.6926056.html,10.0,550.0
159,Möbliertes Zimmer in netter 2er-WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.5095485.html,17.0,750.0
160,16 m² (+22m² gemeinsames Wohnzimmer) am Waldfriedhof,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling-Westpark.6604404.html,16.0,600.0
161,Schönes WG-Zimmer in gemütlichen Reihenhaus,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Feldmoching-Hasenbergl.6922577.html,20.0,750.0
162,Gemütliches Zimmer in Haidhausen / Cosy Room in Haidhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.4609715.html,10.0,500.0
163,helles Dachgeschoßzimmer in Neuried ca.25qm Wohnfläche mit Waschbecken und TV,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Forstenried-Fuerstenried.6925245.html,25.0,590.0
164,Möbliertes WG-Zimmer in geräumigen Haus mit großem Garten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Unterhaching.6787124.html,14.0,700.0
165,WG-Haus in Grafing-Bahnhof bei München mit großem Garten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Grafing-bei-Muenchen.4093959.html,18.0,360.0
166,Komplett möbliertes Zimmer/ fully furnished 2er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.5449967.html,22.0,848.0
167,Möbliertes Zimmer in einer Doppelhaushälfte,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.6926024.html,10.0,600.0
168,2er WG Bonner Platz - 16m2 Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6842977.html,16.0,699.0
169,1 Zimmer  18QMmöblierte 3 Zimmer Wohnung,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.3773820.html,15.0,475.0
170,Gemütl.Zimmer im Münchner Süden,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Buchenhain-Baierbrunn.6926006.html,16.0,650.0
171,"9 m²  Zimmer, in 62m² Wohnung über Wiesn Zeit zu vermieten. Bei gesamten Aufenthalt gibt es einen Pauschalpreis.",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6498612.html,9.0,35.0
172,Möbliertes Zimmer mit 9m² in einer 62m² großen Wohnung für 2 - 3 Monate zu vermieten. Auch kürzer möglich.,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6738932.html,9.0,575.0
173,20qm Zimmer in Top-Lage am Johannisplatz in Haidhausen ab sofort zu vermieten.,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Haidhausen.6648853.html,21.0,915.0
174,2 Zimmer (insgesamt 650€) in schöner Altbauwohnung (2er WG) in Untergiesing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Untergiesing-Harlaching.6925526.html,20.0,650.0
175,Nachmieter/in für vollmöbliertes Zimmer in 2-WG gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Hadern.6910820.html,30.0,700.0
176,WG mit Garten am Olympiapark,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.5255645.html,15.0,680.0
177,Studenten-WG direkt an der S4 sucht Mitbewohnerin!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Fuerstenfeldbruck.4885873.html,12.0,300.0
178,Gästezimmer für Wochenend-Fahrer in Laim,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6645930.html,7.0,270.0
179,Nette Studenten-/Berufstätigen-WG sucht neuen Mitbewohner,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.2901409.html,16.0,750.0
180,kleines Zimmer in 3 Zimmerwohnung,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Moosach.5998409.html,10.0,575.0
181,18qm großes WG-Zimmer in 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6921994.html,18.0,650.0
182,12m² Zimmer mit frz.Balkon in wohlfühlHausWG mit Garten nahe U3 und S1,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.5096381.html,12.0,565.0
183,Möbiliertes Zimmer während der Wiesn!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6919959.html,17.0,550.0
184,"Möbliertes Zimmer, 14qm, befristet 4-8 Wochen",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6493802.html,14.0,550.0
185,51qm 2-Zimmerwohnung am Westkreuz: Netter Mitbewohner gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.6925499.html,16.0,600.0
186,Helles 30qm Zm mit Terrasse und Garten in internationaler 5er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.6925428.html,30.0,560.0
187,WG-Zimmer zur Untermiete / Wiesnmittarbeiter/-innen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Muenchen.6919120.html,9.0,250.0
188,SCHÖNES WG-ZIMMER ROTKREUZPLATZ,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6020059.html,18.0,690.0
189,"Möbliertes Zimmer mit Balkon nahe Uni, inkl. Putzfrau, Strom/Wasserflat",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6771476.html,19.0,1190.0
190,Möbliertes Zimmer in München,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Berg-am-Laim.6257046.html,10.0,350.0
191,15qm möbliertes Wg-Zimmer zur Wiesn-Zeit,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6486759.html,15.0,30.0
192,Zimmer in FKK bzw. nacktes-WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing.6920899.html,15.0,250.0
193,Zentrales kleines WG Zimmer in moderner Wohnung,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6795152.html,11.0,620.0
194,Modernes hell möbliertes Zimmer in ruhiger Lage !,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Trudering.6397090.html,16.0,690.0
195,17qm Zimmer in 2er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6908310.html,17.0,600.0
196,1 möbliertes Zimmer in einer 3Zi Wohnung zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6624718.html,20.0,690.0
197,"Schönes, möbliertes Zimmer mit eigenem Bad im Haus, 2. OG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.6886880.html,28.0,800.0
198,WG-Zimmer  *22 qm*  ab *1.10 oder 1.11* frei,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.3710847.html,22.0,700.0
199,"Schönes großes, möbliertes 17qm Zimmer, in riesiger WG, mit unterhaltsamer Gesellschaft zur Zwischenmiete",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6925150.html,17.0,680.0
200,"Studentenzimmer, hell und vollmöbiliert, 18qm",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.2549121.html,18.0,320.0
201,1-Zimmer-WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Moosach.6918105.html,20.0,600.0
202,Room in shared apartment with garden next to Stati,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.5435715.html,11.0,650.0
203,Helles freundliches Zimmer mit Balkon,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Unterhaching.1114043.html,17.0,500.0
204,freundliches möbliertes Zimmer (1) in Reihenendhaus,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.2658747.html,24.0,520.0
205,"möbliertes Zimmer in einer zweier WG schön hell 17,5 qm",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.4961568.html,17.0,690.0
206,21m² Zimmer in der Ludwigvorstadt - zentrale Lage zwischen Theresienwiese und Innenstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6458640.html,21.0,750.0
207,Möbliertes Zimmer in top Lage (ab sofort bis 07.10.18),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6919666.html,24.0,700.0
208,Zimmer  in 2er  WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Westpark.4275161.html,8.0,348.0
209,teilmöbliertes Zimmer in ruhiger DHH,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Unterschleissheim.4999497.html,15.0,480.0
210,"Tolles, helles Zimmer in TOP WG/Lage! Great, bright room in perfect flat/location!",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.5670806.html,25.0,660.0
211,Neugründung einer WG in Schwabing - 4 freie Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6924636.html,15.0,580.0
212,"Möbliertes 25qm Zimmer in netter 5er WG, sehr zentral",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6923366.html,25.0,735.0
213,Zwei freie Zimmer in 3er WG (Neugründung) in Schwanthalerhöhe/Westend,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6923023.html,12.0,535.0
214,Sehr helles Zimmer (Südseite + Balkon) in Nord-Schwabinger ***WG-HAUS (INKL. PUTZFRAU)***,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.5094516.html,15.0,690.0
215,MitbewohnerIn für 2er WG am Hirschgarten gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6480260.html,12.0,800.0
216,wunderschöne WG in S2 Karlsfeld (in Reihenhaus und völlig möbliert),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.5820415.html,15.0,560.0
217,Ruhiges möbliertes Zimmer im Grünen ohne Küche an Katzenliebhaber,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.6668503.html,10.0,290.0
218,***Möbliertes großes helles Zimmer in ruhiger 2er WG -Zentrum nah **** Wochenendheimfahrer bevorzugt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Untergiesing-Harlaching.6392088.html,25.0,600.0
219,Schönes helles Zimmer in 2er WG für Berufstätige am Goetheplatz,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6924451.html,16.0,890.0
220,14 qm Zimmer in 5-er WG in schöner DHH in München-West,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuaubing.6894269.html,14.0,620.0
221,*befristet* Möbliertes WG Zimmer an der Münchner Freiheit,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6893360.html,20.0,720.0
222,Mitbewohner gesucht in Obermenzing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6924233.html,14.0,440.0
223,Privates Studentenwohnheim in zentraler Lage sucht neue Mitbewohner,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Altstadt-Lehel.3803450.html,15.0,150.0
224,"19qm Zimmer in Johanniskirchen, 2er WG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.3631968.html,19.0,570.0
225,"13qm Zimmer in Johanneskirchen, 2er WG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.3644445.html,13.0,530.0
226,(Möbliertes) Zimmer mit eigenem Balkon in Bogenhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6626350.html,21.0,700.0
227,"Schönes, großes Zimmer in 2er WG in Milbertshofen (3- Zimmer- Wohnung)",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.6921614.html,21.0,630.0
228,"Möbliertes Zimmer in Studentenwohnheim, zentrale Lage, direkt am Park nahe der Isar",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.4839898.html,14.0,195.0
229,Großes gemütliches Zimmer mit Garten zur Untermiete,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6722890.html,30.0,700.0
230,6 Tage Untermieter zur Wiesnzeit,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.6883105.html,12.0,330.0
231,15m² + Wohnzimmer + Balkon in 2er WG am Flaucher,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6923639.html,15.0,600.0
232,Haus-WG im Münchner Norden sucht Zuwachs,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6903460.html,15.0,585.0
233,2 WG-Plätze in DG-Studio nur an Paar in 5-er WG in schöner DHH in München-West,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuaubing.6894182.html,36.0,1100.0
234,Möbliertes WG-Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.5336057.html,16.0,170.0
235,Super WG-Zimmer in Top Lage!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6924107.html,14.0,600.0
236,Auf zur Wiesn! Möbliertes Zimmer (20qm) in 2er WG direkt neben der Theresienwiesen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.5393653.html,20.0,75.0
237,"1,5 eigene Zimmer in Schwabinger Altbauwohnung zwischen Kaiserplatz und Kurfürstenplatz. Insgesamt 78 qm: 33 qm eigene Wohnfläche + 45 qm Gemeinschaftsfläche.",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6445082.html,35.0,859.0
238,Möbliertes helles Studentenzimmer in Uninähe,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6839907.html,17.0,400.0
239,WG-room with big private balcony 5min to Stammstrecke,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6924086.html,15.0,665.0
240,möbliertes Zimmer ca. 20 qm in 2 Zimmer Wohnung zur alleinigen Nutzung. Befristet von 01.11.18 - 31.03.19,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6886290.html,20.0,800.0
241,möbliertes Zimmer ca. 20 qm in 2 Zimmer Wohnung zur alleinigen Nutzung. Befristet von 01.11.18 - 31.03.19,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6886246.html,20.0,800.0
242,A room in Munich,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Feldmoching-Hasenbergl.6923996.html,14.0,490.0
243,Schönes 19m2 Zimmer in Schwabing sucht neuen entspannten Mitbewohner/in!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6923986.html,19.0,585.0
244,Möbliertes helles Zimmer wöchentlich/monatlich,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-OLCHING-S-Bahn-Bereich-S-3-Muenchner-nord-westlich.3741843.html,9.0,400.0
245,Möblierte Traumwohnung mit Weitblick (bis zu den Alpen und zur Frauenkirche),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6332254.html,15.0,1145.0
246,WG wanted in a 2 bedroom apartment in Obergiesing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6794737.html,17.0,650.0
247,Brauchen Sie einen Mitbewohner in einer Lage in Obergiesing Munich,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6825579.html,15.0,600.0
248,Mitbewohner gesucht in Maxvorstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6825626.html,14.0,750.0
249,Mitbewohner gesucht in einer 3 Zimmer Wohnung in Bogenhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6877818.html,15.0,650.0
250,A nice and neat flatmate needed in Neuhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6886063.html,15.0,700.0
251,Möbliertes Zimmer für die Zeit des Oktoberfests zu vermieten. Gerne an Wiesnbedienung o.ä.,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6327911.html,15.0,550.0
252,3er WG am Rande des Glockenbachviertels sucht neue_n Mitbewohner_in,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6921816.html,17.0,650.0
253,Zimmer für PendlerIn in Waldtrudering (Weekend commuters only),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Trudering.6395586.html,20.0,300.0
254,"Grrrls and Queers! 15 qm Zimmer mitten in Schwabing, 5 Minuten zum Englischen Garten",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.4364825.html,15.0,303.0
255,15 qm Zimmer in zentraler 3er-WG in schön saniertem Altbau,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.4559729.html,15.0,625.0
256,In Haidhausen wird ein Zimmer frei und alle rasten aus!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Haidhausen.6923842.html,17.0,545.0
257,WG-Zimmer in 100m² Souterrain-Wohnung / U + S-Bahn (7 Gehmin.),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Trudering.5871628.html,12.0,540.0
258,Zimmer in netter 4er WG ab 01.10.18 frei!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Westend-Schwanthalerhoehe.6915938.html,11.0,300.0
259,Temporary central apartment for October,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.5094414.html,45.0,780.0
260,"Ich Suche keine neue Freunden aber freue mich immer gute, interessante und einfach normale Menschen kennenzulernen, mit denen Teilen der Wohnung Spaß macht",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6371735.html,16.0,464.0
261,Mitbewohnerin gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6400374.html,22.0,650.0
262,16 qm in München-Neuhausen an WE-Heimfahrerin,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.3006355.html,16.0,390.0
263,möbliertes Zimmer für Oktoberfest Woche ( room for Octoberfest),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Westpark.6916993.html,15.0,350.0
264,"Möbliertes 21qm Zimmer, 500 € kalt, Tramstation vor der Haustür, U1 nur 6 Minuten",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Untergiesing-Harlaching.6923581.html,21.0,570.0
265,Zimmer in wunderschöner Wohnung nahe TU || Museumsviertel,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6923552.html,17.0,780.0
266,Möbliertes 22qm Zimmer im schönen Neuhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neuhausen-Nymphenburg.6923534.html,22.0,520.0
267,Nettes Zimmer in München,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Berg-am-Laim.6765232.html,12.0,350.0
268,14sqm room in 72sqm 2 per WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Obergiesing.6880192.html,14.0,825.0
269,WG-Zimmer in 2er-WG in Haidhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6889815.html,15.0,709.0
270,Teilmöbliertes Zimmer in Penthouse WG - ideal für Geschäftsreisende/Wochenendheimfahrer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen---Naehe-BMW.6394105.html,12.0,560.0
271,Schönes WG-Zimmer in ruhiger Lage,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6923377.html,18.0,520.0
272,Einzelzimmer in WG zur Wies'n-Zeit,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.4938051.html,11.0,80.0
273,Helles 18 qm Zimmer möbliert in bester Lage Maxvorstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6833310.html,18.0,860.0
274,"schönes, helles 16qm-Zimmer in netter 3er-WG zur Zwischenmiete - tolle, zentrale 106qm-Wohnung - 08.10.-31.10. (evtl. früher)",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6905809.html,16.0,550.0
275,17 qm Zimmer in 2er WG mit großem Wohnzimmer und Balkon,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6902461.html,17.0,700.0
276,Bester Titel für Beste WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.6923260.html,16.0,550.0
277,1 Zimmer zu vermieten möbiliert  1 room for rent furnished,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.6790022.html,10.0,450.0
278,14 m² room in a 50 m² WG - Schwantalerhöhe,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6868305.html,14.0,725.0
279,Freies Zimmer in Einfamilienhaus am Langwieder See,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.6868951.html,15.0,500.0
280,Haus in superidyllischer Lage beim Langwieder See!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Aubing-Lochhausen-Langwied.4754332.html,10.0,480.0
281,WG in altem Herrenhaus auf dem Land,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Weling.6172464.html,24.0,585.0
282,13m² room for short-term rental in 3-room apartment with living room,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6731369.html,13.0,30.0
283,Möbliertes Zimmer in 2er Frauen WG mit Hund,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6922954.html,11.0,450.0
284,Wunderschöne Wohnung Maxvorstadt zu vermieten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6824258.html,14.0,900.0
285,14qm Zimmer in 3er WG - Laimer Platz,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.4527154.html,14.0,370.0
286,Möbliertes Zimmer in TOP-Lage für katholische Studenten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.5096434.html,33.0,450.0
287,Möbliertes Zimmer in TOP-Lage für katholische Studenten,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6875408.html,8.0,145.0
288,Student? Du willst mehr? Werde Teutone!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.2548873.html,15.0,175.0
289,"WG Zimmer Donnersbergerbrücke mit Balkon, auf Wunsch möbliert",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwanthalerhoehe-Laim.6922765.html,18.0,630.0
290,"Möbliertes 18,5 m2 großes WG Zimmer in einer 3er WG.",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Hohenbrunn.3894222.html,19.0,650.0
291,3er WG Neugründung mitten in Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6922598.html,20.0,790.0
292,Zimmer frei für 5 1/2 Wochen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6754609.html,10.0,730.0
293,8m² Zimmer in freundlicher 3er WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.6922703.html,8.0,396.0
294,12 qm WG Zimmer in Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.6921206.html,12.0,600.0
295,9 freie Mobilisierte Studenten WG-Zimmer in München(Studenten bevozug!!),https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Muenchen.6833714.html,8.0,500.0
296,Hochwertig möbiliertes Zimmer mit orig. Parkett und Stuck in saniertem Altbau in bestem Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.2168442.html,20.0,760.0
297,Unser Viertel wartet schon auf dich!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ludwigsvorstadt-Isarvorstadt.6611504.html,23.0,703.0
298,"18qm-Zimmer, direkt zwischen TUM und U2 Theresienstraße, in 107qm-4er-WG",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6922440.html,18.0,753.0
299,WG Zimmer frei für Landeier,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Assling.5554756.html,10.0,180.0
300,"möbliertes Zimmer, zentral, ruhig, Top-Lage, bevorzugt Wochenend-Heimfahrer",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Altstadt-Lehel.6922423.html,28.0,650.0
301,Wohnst Du noch oder lebst Du schon?,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.3953827.html,20.0,220.0
302,Mitbewohner*in für Dreier-WG in Sendling gesucht,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.6922394.html,24.0,630.0
303,NEUER MITBEWOHNER GESUCHT! IM BAUERNHAUS!!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Putzbrunn.3464598.html,28.0,560.0
304,Ein charmantes Zimmer in Schwabing-West/ A charming Room in Schwabing-West,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-West.5383525.html,22.0,700.0
305,Möbliertes 19qm-Zimmer,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Moosach.6505306.html,19.0,490.0
306,23 m² Zimmer in netter Haus-WG Pasing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Pasing-Obermenzing.6896333.html,23.0,456.0
307,Suche Zwischenmieter für ein Zimmer im schönen Haidhausen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.6903392.html,30.0,800.0
308,Nette Mitbewohnerin gesucht für 2 WG,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Moosach.6922179.html,15.0,699.0
309,Wg in Maxvorstadt,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.6918352.html,17.0,550.0
310,Studenten-WG im Herzen von Schwabing,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Schwabing-Freimann.5837316.html,20.0,250.0
311,"Zimmer möbliert tage-/wochenweise, max. 2 Monate  zu vermieten",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Ramersdorf-Perlach.4301956.html,10.0,31.0
312,"Schönes, helles Zimmer neu möbiliert.",https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Milbertshofen-Am-Hart.2417658.html,11.0,480.0
313,WG Zimmer zu vermieten!,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Neubiberg-Ortsteil-Unterbiberg.6916749.html,18.0,500.0
314,großes WG-Zimmer im schönen Bogenhausen direkt an U-Bahn Station gelegen,https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.6922053.html,26.0,600.0
